pAD,pAR,UniprotEntry,pDN,pLOF,pGOF
0.84648746,0.10077465,Q07020,0.5712080001831055,0.5052525997161865,0.3334525227546692
0.7425563,0.2816978,P11802,0.5726556181907654,0.30493906140327454,0.5452407002449036
0.57170284,0.46524644,P50613,0.5568411350250244,0.24128736555576324,0.6599311232566833
0.89589185,0.08401347,Q9NYF8,0.48074081540107727,0.5930566191673279,0.3177710175514221
0.75710946,0.2688834,P30559,0.4846048057079315,0.3437889814376831,0.7007479071617126
0.91423917,0.058524966,P31943,0.46698758006095886,0.546384871006012,0.36312562227249146
0.6118079,0.4377199,P25105,0.6068054437637329,0.2830592095851898,0.6939327716827393
0.79454917,0.18101992,Q92522,0.5305623412132263,0.6060874462127686,0.27285608649253845
0.86327046,0.11797369,P63267,0.615990161895752,0.29302912950515747,0.5164132714271545
0.68514585,0.28442,Q9P286,0.47918233275413513,0.42917925119400024,0.5850875377655029
0.87961495,0.1169953,O00629,0.3663785755634308,0.5382769703865051,0.4920884370803833
0.6702609,0.42203805,P05814,0.5700258612632751,0.570121705532074,0.3013804852962494
0.8736409,0.1124354,O14744,0.4815539419651031,0.4734054505825043,0.5334182381629944
0.7781184,0.20619506,Q9H7D7,0.4497251808643341,0.5746442079544067,0.35866624116897583
0.72837466,0.21317464,P08708,0.453702449798584,0.524989128112793,0.3131415843963623
0.85390574,0.109581135,P61254,0.6034430861473083,0.4016634523868561,0.34901484847068787
0.5999694,0.39531997,O94973,0.443344920873642,0.4702135622501374,0.5627114176750183
0.82585394,0.17056035,P11021,0.5208137035369873,0.44936251640319824,0.5037927031517029
0.8878383,0.08230912,Q9UQ35,0.5438602566719055,0.6750599145889282,0.3421627879142761
0.60537875,0.3834679,P30050,0.5319679379463196,0.4996366798877716,0.39367565512657166
0.8155578,0.182658,Q9Y2J2,0.4936646819114685,0.4826483428478241,0.4899495244026184
0.66741776,0.35840818,P47755,0.6016952395439148,0.35783711075782776,0.4254753887653351
0.91002375,0.06098105,P07910,0.513755738735199,0.5727095007896423,0.3265027403831482
0.85428363,0.1610112,Q13813,0.5583345890045166,0.3495979905128479,0.5691810250282288
0.7771884,0.17573342,P62753,0.5513108372688293,0.5911557078361511,0.3781718611717224
0.73597914,0.30103636,O00170,0.5228558778762817,0.39987224340438843,0.4330422282218933
0.83424586,0.1909142,Q7Z4V5,0.5277639031410217,0.5537219047546387,0.3313989043235779
0.74849033,0.25778854,P30414,0.4212829470634461,0.621921718120575,0.35181093215942383
0.6874317,0.34810376,O60894,0.557857096195221,0.3451085090637207,0.5501362085342407
0.84566176,0.1728452,Q16643,0.5492419004440308,0.502091646194458,0.42746502161026
0.8233154,0.15209454,O95071,0.5672565698623657,0.6263869404792786,0.3624586760997772
0.779143,0.23249677,Q16602,0.6000409126281738,0.27779334783554077,0.5989811420440674
0.71268,0.28150752,P09497,0.5340914726257324,0.4520697593688965,0.4118606150150299
0.5915104,0.39437065,Q9H8S9,0.6181958913803101,0.3541547656059265,0.424706369638443
0.8224512,0.20138799,Q9UPA5,0.5453105568885803,0.6902245283126831,0.3721666634082794
0.754829,0.25135282,Q02539,0.5309798717498779,0.590325653553009,0.21736213564872744
0.72121185,0.33125937,P61073,0.5408450365066528,0.35030099749565125,0.7023979425430298
0.7785946,0.27233934,P0DPH8,0.5334643125534058,0.4619808197021485,0.516182541847229
0.5512019,0.47757214,Q00526,0.570288360118866,0.3041605055332184,0.5828155279159546
0.82761836,0.13625395,Q8IY57,0.4927310347557068,0.5359152555465698,0.28627824783325195
0.78117543,0.21902516,P55196,0.5565868020057678,0.5221207737922668,0.4351750314235687
0.72920626,0.2893495,P54105,0.5423009991645813,0.4797992706298828,0.3685642182826996
0.5894792,0.4559503,P52907,0.606002688407898,0.35788989067077637,0.4817457497119904
0.6164194,0.42668334,P30989,0.48911991715431213,0.3763362765312195,0.6660518050193787
0.7596677,0.3191248,Q9UHB6,0.5123009085655212,0.6279798746109009,0.3411721885204315
0.8715413,0.15623815,Q8IZQ8,0.40172892808914185,0.7170603275299072,0.386984258890152
0.57762337,0.4644283,Q13574,0.4452303946018219,0.64976966381073,0.44106438755989075
0.80958086,0.12703532,P61313,0.5023252367973328,0.46084967255592346,0.3679797351360321
0.6125868,0.37079072,Q10567,0.448449432849884,0.4923056066036224,0.5439844727516174
0.7810894,0.16427171,P46778,0.6432791948318481,0.4691608250141144,0.2962689697742462
0.6874999,0.29600632,Q03167,0.5560569167137146,0.5213213562965393,0.45935577154159546
0.75062984,0.17709318,Q9Y3U8,0.5830787420272827,0.4730338454246521,0.3065122961997986
0.85287917,0.1182194,P62424,0.5691830515861511,0.4569991528987885,0.4566859304904938
0.5161628,0.5756787,P30990,0.5597850680351257,0.5468084216117859,0.34408608078956604
0.6054073,0.5099999,P21730,0.5460087656974792,0.324724018573761,0.6933161616325378
0.71074545,0.36199036,Q9HBA0,0.4832925796508789,0.4596106708049774,0.6209492087364197
0.68004775,0.34090865,P41143,0.5344153642654419,0.4206714630126953,0.6894849538803101
0.866876,0.15108189,P04350,0.4995540678501129,0.44784224033355713,0.5365301966667175
0.8873114,0.0812321,P11940,0.5770612359046936,0.525104284286499,0.3512306809425354
0.7713607,0.21596834,Q93034,0.5601001381874084,0.4256618320941925,0.419323056936264
0.7382612,0.25663725,P09496,0.596602201461792,0.4211126267910004,0.43955692648887634
0.60152245,0.4647624,P42166,0.5771952867507935,0.5507848858833313,0.41006404161453247
0.5984245,0.46785384,P42167,NA,NA,NA
0.6068164,0.44598255,O76061,0.517558753490448,0.5688331723213196,0.38705867528915405
0.8971369,0.071402915,P62316,0.6296114325523376,0.5281676650047302,0.27105143666267395
0.8271512,0.19142692,P68366,0.4718981087207794,0.5101436972618103,0.5123357176780701
0.9151584,0.054949574,P84090,0.5519514083862305,0.4726196229457855,0.3620751202106476
0.9051534,0.065962516,P52272,0.5525422692298889,0.5232430100440979,0.3721476197242737
0.6799802,0.40261278,Q9NY65,0.4845797121524811,0.49045997858047485,0.5233564376831055
0.847211,0.123228386,Q9UN86,0.5487755537033081,0.5731378793716431,0.3432554304599762
0.896759,0.09677606,Q8TAQ2,0.49003034830093384,0.5600780248641968,0.45912355184555054
0.5679672,0.5422162,P10523,0.6211541295051575,0.507323145866394,0.3520878255367279
0.8584753,0.12760217,O00505,0.4328790009021759,0.4138263165950775,0.4934886395931244
0.6269929,0.4897578,P20396,0.5596138834953308,0.5970948934555054,0.31139692664146423
0.59707946,0.533697,P22888,0.49516698718070984,0.3632272183895111,0.6829786896705627
0.8412118,0.21221651,P0DPH7,0.5370657444000244,0.4557697474956513,0.5204373598098755
0.68493867,0.3098143,O15085,0.4913213849067688,0.6458825469017029,0.4014637768268585
0.86937803,0.12643771,Q71U36,0.4897604286670685,0.5422146916389465,0.47898489236831665
0.88633543,0.08177776,O43143,0.528131902217865,0.4512932300567627,0.5069007873535156
0.6062702,0.42161596,Q99829,0.6077435612678528,0.4012301564216614,0.36625102162361145
0.5993629,0.5306941,Q9NYL9,0.5153220295906067,0.4371447265148163,0.4105058014392853
0.8124691,0.1852745,Q5T5U3,0.4885601997375488,0.6277817487716675,0.3822650015354157
0.8324511,0.106574416,P39019,0.6356649398803711,0.5153296589851379,0.34119606018066406
0.8043126,0.18052594,Q9Y657,0.4656628966331482,0.5129157304763794,0.42302995920181274
0.69249713,0.37411132,Q14739,0.6404985785484314,0.23022490739822388,0.5744823813438416
0.64605516,0.3258882,Q9ULV1,0.48726239800453186,0.3517388701438904,0.7073401808738708
0.74581414,0.22074173,P50914,0.6336590647697449,0.4668470323085785,0.24461153149604797
0.75297713,0.24138463,Q9H361,0.5832602977752686,0.5153995752334595,0.4491884708404541
0.7004188,0.2883907,Q9NZN5,0.4542727470397949,0.59409332275390625,0.4552540183067322
0.6606212,0.40902624,Q8N752,0.5582275390625,0.37024563550949097,0.5312131643295288
0.5806613,0.49349263,Q07021,0.6153784394264221,0.3719648122787475,0.39097973704338074
0.88495004,0.091279216,Q99873,0.5230064988136292,0.3611780107021332,0.5393049716949463
0.885698,0.10382463,P23527,0.47685760259628296,0.47807347774505615,0.3883481025695801
0.77242273,0.18249632,P61247,0.5671554803848267,0.4708855748176574,0.36150071024894714
0.88499254,0.08464124,Q9Y2W1,0.49663352966308594,0.6231791377067566,0.36245018243789673
0.9005637,0.07919927,Q13310,0.6100096702575684,0.45342180132865906,0.3683464229106903
0.7390338,0.2815536,P16989,0.4735872745513916,0.613101065158844,0.32542917132377625
0.6900327,0.29886386,O95782,0.4595715403556824,0.5205335021018982,0.5667700171470642
0.80391526,0.13580343,P05387,0.5690125823020935,0.4478493928909302,0.28295016288757324
0.84847146,0.12204273,P62277,0.5429507493972778,0.5214985609054565,0.3045586347579956
0.75985336,0.20970327,Q9BPX5,0.5937016010284424,0.411298930644989,0.3580251634120941
0.82480997,0.15419155,Q8NC51,0.4790697991847992,0.6126763224601746,0.3013533353805542
0.8853164,0.14812666,Q9BQE3,0.46435627341270447,0.4983619749546051,0.5217416286468506
0.5020552,0.5571794,Q9NQ92,0.463199257850647,0.6014394760131836,0.33301442861557007
0.8991187,0.09065198,Q8IUE6,0.5007555484771729,0.5064534544944763,0.3688035011291504
0.82926637,0.15125374,P23588,0.4407072067260742,0.7099038362503052,0.45067113637924194
0.82053864,0.11187594,P62888,0.5477281808853149,0.4083014130592346,0.4265056252479553
0.8816779,0.104806475,Q92769,0.4455331265926361,0.42746487259864807,0.5218870639801025
0.8035662,0.17215785,Q8WVC0,0.5004711747169495,0.538591742515564,0.4046562314033508
0.50274724,0.5630744,P0DMV9,0.46868178248405457,0.4442369937896729,0.4619951248168946
0.8014232,0.22950229,O60716,0.36659976840019226,0.6501936912536621,0.5080612897872925
0.7678461,0.18641749,Q9BUA3,0.5062512159347534,0.6218616962432861,0.27884146571159363
0.8578421,0.11860082,P55209,0.4763912558555603,0.5287835597991943,0.5427020192146301
0.9155117,0.055988263,O43390,0.5182026028633118,0.6203763484954834,0.3546029031276703
0.85105574,0.12177655,Q6P3W7,0.4182606637477875,0.4959398210048675,0.6656546592712402
0.84612393,0.13783997,Q14722,0.47519785165786743,0.43742191791534424,0.5373565554618835
0.9108852,0.062233724,P52597,0.5349964499473572,0.4504438042640686,0.4810045659542084
0.8805784,0.086891286,Q9NZI8,0.4358709752559662,0.46272242069244385,0.4507437348365784
0.8074898,0.16502722,Q14004,0.44416773319244385,0.47906553745269775,0.5055398941040039
0.88485897,0.08701821,O75533,0.4338559806346894,0.5219534039497375,0.6057412028312683
0.69004965,0.3949238,P60660,0.5891854166984558,0.3938215672969818,0.3509851396083832
0.8870188,0.0830321,Q13435,0.5000882744789124,0.5040469765663147,0.5240921378135681
0.82898545,0.12910613,P62330,0.6419087648391724,0.4026321768760681,0.45253804326057434
0.83676547,0.09614272,P84098,0.5965317487716675,0.4717980921268463,0.35557058453559875
0.613888,0.36804518,P05386,0.5833719968795776,0.396061509847641,0.3849957585334778
0.50060624,0.6010442,P07384,0.49943095445632935,0.49396583437919617,0.38742363452911377
0.74502254,0.2577978,P25101,0.46129515767097473,0.3341405689716339,0.6866287589073181
0.8453956,0.1033859,P62913,0.5846584439277649,0.39070209860801697,0.34477853775024414
0.79902273,0.20194969,P0DP24,0.6447293162345886,0.3628288209438324,0.3596333861351013
0.6689861,0.3459277,Q9NP31,0.5410600304603577,0.6263076663017273,0.2896261513233185
0.57435524,0.41396344,Q9HCE7,0.5894575119018555,0.4726085066795349,0.35088464617729187
0.7827482,0.22573085,Q9UHL9,0.42864906787872314,0.5785350799560547,0.4729670584201813
0.75483197,0.21864,Q9Y421,0.6373915076255798,0.521549642086029,0.34178122878074646
0.747519,0.23088773,Q8N7H5,0.5738054513931274,0.5134866237640381,0.3567073941230774
0.6042354,0.41639137,Q12929,0.5408339500427246,0.6119580864906311,0.41674888134002686
0.78618634,0.17506889,P61962,0.5680077075958252,0.4593064785003662,0.3565846085548401
0.6981435,0.30763674,Q86Y01,0.5025063157081604,0.5625541806221008,0.4073272347450256
0.820331,0.17276849,Q6UUV9,0.5023648142814636,0.6439315676689148,0.29628923535346985
0.58570045,0.35201916,Q92837,0.5693150758743286,0.5788373947143555,0.30325353145599365
0.59027565,0.44250846,Q7L5N1,0.531019926071167,0.4433887302875519,0.5102789998054504
0.8038832,0.13655417,P62249,0.5609542727470398,0.4588509202003479,0.38636577129364014
0.8760007,0.14668885,P63261,0.5501158237457275,0.2398160994052887,0.6365346908569336
0.59828013,0.4420203,P48643,0.46003416180610657,0.4109273254871368,0.4940783679485321
0.89552325,0.1312359,Q9BVA1,0.4914879500865936,0.4836489260196686,0.5258862376213074
0.8063795,0.19611901,O95819,0.4390808343887329,0.547778844833374,0.5707347989082336
0.7569981,0.24089286,P62805,0.4774097204208374,0.5441398024559021,0.35547906160354614
0.848991,0.11907964,P62306,0.6731512546539307,0.3438090980052948,0.31739622354507446
0.77372706,0.21241625,P51965,0.5818164348602295,0.4790618121623993,0.4474699497222901
0.8479121,0.100976236,P46781,0.4869399070739746,0.5164071321487427,0.2840314507484436
0.7599814,0.18587375,P62266,0.5765681862831116,0.4423255622386933,0.3290548622608185
0.76903164,0.23110661,Q16531,0.5053067803382874,0.5242891311645508,0.3987497389316559
0.6922357,0.2987393,Q71UM5,0.5939832329750061,0.4306583106517792,0.30527517199516296
0.5652807,0.58083683,Q15758,0.654098629951477,0.30729085206985474,0.5795897841453552
0.6696069,0.35762623,P17987,0.5078693628311157,0.4774092733860016,0.47765904664993286
0.81760705,0.12904462,P26373,0.5670526027679443,0.5111500024795532,0.3400321900844574
0.6301009,0.44253922,P31689,0.5148959755897522,0.587426483631134,0.3487890958786011
0.7805705,0.3425784,Q8NHW3,0.4903042316436768,0.637677788734436,0.379154235124588
0.6264103,0.32385874,P61513,0.5258594751358032,0.3530517518520355,0.35783907771110535
0.6354111,0.3985758,P50990,0.4750008583068848,0.4902672469615936,0.4906439781188965
0.58053786,0.5812604,Q9H1R3,0.4907012283802033,0.3851753771305084,0.6058436632156372
0.7832083,0.2746724,Q3ZCM7,0.5010038018226624,0.47169187664985657,0.5186130404472351
0.5501999,0.45104942,Q16637,0.4520396292209625,0.5231770873069763,0.5383331775665283
0.6385227,0.3388253,Q92783,0.4913409948348999,0.5569095611572266,0.4299710690975189
0.76605207,0.24404587,Q15303,0.5264536142349243,0.3492627441883087,0.6838420033454895
0.9147412,0.056107264,P14866,0.4876713752746582,0.6357126832008362,0.3814089000225067
0.5938634,0.44144,O00499,0.5417377948760986,0.5076839923858643,0.46525582671165466
0.88394,0.11095833,Q9H3D4,0.46747756004333496,0.6065824627876282,0.46110039949417114
0.6424116,0.39687794,Q14511,0.4872584342956543,0.5780731439590454,0.38306665420532227
0.7508102,0.23543732,Q14155,0.5563750267028809,0.4938105642795563,0.45070427656173706
0.7543218,0.2435962,P68036,0.5635871291160583,0.3849596381187439,0.3622438609600067
0.5412087,0.47042894,Q9Y5X1,0.5654287934303284,0.5691324472427368,0.4736991822719574
0.5943317,0.45349285,Q9H3M7,0.6007940173149109,0.45557647943496704,0.39358487725257874
0.75555533,0.23390573,P49757,0.564844012260437,0.5002775192260742,0.4233415126800537
0.71735626,0.3871498,Q16621,0.601616621017456,0.5549638867378235,0.35253262519836426
0.7307237,0.29183125,O15350,0.424014687538147,0.6627430319786072,0.41962099075317383
0.83838826,0.15031639,P24928,0.5832699537277222,0.5200377702713013,0.38455262780189514
0.88240695,0.08411201,O43809,0.4735848903656006,0.5384946465492249,0.42044055461883545
0.6885633,0.29525486,Q99962,0.5777220726013184,0.3750546872615814,0.44960102438926697
0.6547762,0.35137728,Q9ULV8,0.49010032415390015,0.3888254761695862,0.487585723400116
0.7931105,0.25001803,P08151,0.5488265752792358,0.6408581733703613,0.3251158893108368
0.6084635,0.39123976,O95835,0.4523685872554779,0.5815988779067993,0.47694262862205505
0.71826315,0.30759293,Q96BR1,0.5590829253196716,0.474215567111969,0.4286956191062927
0.70429957,0.2703334,Q92997,0.5017828941345215,0.6199562549591064,0.3408210575580597
0.74200416,0.24532375,O75317,0.4984857439994812,0.401545912027359,0.4741715490818024
0.71878564,0.29301867,P62253,0.5459439158439636,0.3442862033843994,0.4377204477787018
0.77191406,0.22089635,P61086,0.5559558868408203,0.35881635546684265,0.47755810618400574
0.8844734,0.12322806,Q01860,0.6660401821136475,0.44926679134368896,0.4093293249607086
0.7564318,0.22815163,Q9BT67,0.5506407022476196,0.3427644968032837,0.612102210521698
0.5154134,0.5344152,Q8NEA6,0.5686988234519958,0.6310963034629822,0.3051376938819885
0.59609175,0.46371675,Q8N4S9,0.5580965876579285,0.4505734145641327,0.4802051186561585
0.5232251,0.50223815,Q9UMX1,0.4579544365406037,0.5823066234588623,0.3912402987480163
0.5809781,0.4527031,Q99961,0.5111526250839233,0.406643807888031,0.4520123600959778
0.67324984,0.3277759,Q96LR5,0.5570250749588013,0.5019950866699219,0.4552249312400818
0.5053167,0.5122943,Q9NV92,0.485015332698822,0.5473183989524841,0.6538158655166626
0.8747367,0.09613474,Q15427,0.5281730890274048,0.5898533463478088,0.34952157735824585
0.90247566,0.0691637,P50616,0.5378389954566956,0.4610160887241363,0.5631943941116333
0.81963736,0.18349929,Q13469,0.5299571752548218,0.6054520606994629,0.3500364422798157
0.7850072,0.2215167,Q96JM7,0.4054736793041229,0.4983862340450287,0.5158891081809998
0.6722616,0.32624322,A2RU48,0.5604471564292908,0.3941215574741363,0.36603379249572754
0.5233254,0.46238434,Q8N9I9,0.591094434261322,0.5345051288604736,0.3252395689487457
0.56056565,0.42732096,Q96S79,0.5165513753890991,0.4849683344364166,0.3802347183227539
0.81007165,0.18390697,Q92905,0.5815764665603638,0.40232422947883606,0.41312527656555176
0.7713661,0.2590649,O94854,0.5546557903289795,0.5772529244422913,0.4407264292240143
0.77559775,0.25408337,Q9UPN3,0.6111974120140076,0.5275892019271851,0.3575966954231262
0.8051085,0.2743353,P52945,0.6723742485046387,0.5599238872528076,0.3207201361656189
0.88846374,0.103117645,Q9UIG0,0.4835537374019623,0.5941268801689148,0.3691934049129486
0.7811844,0.22493768,Q9UIA9,0.4243110418319702,0.518593430519104,0.4408968687057495
0.7147151,0.2751259,P36507,0.4813265800476074,0.4553305208683014,0.5414177179336548
0.8738441,0.11901641,P15036,0.5743662714958191,0.4608718156814575,0.44004952907562256
0.7643819,0.23818065,Q12968,0.4805481433868408,0.6560049057006836,0.35479769110679626
0.8315492,0.14382774,Q9Y566,0.42403697967529297,0.6885592937469482,0.3642765283584595
0.52896684,0.49127793,Q8IW41,0.5073171257972717,0.39189478754997253,0.5405829548835754
0.8237886,0.20323485,Q15853,0.5925658941268921,0.5335134863853455,0.3506399095058441
0.7536094,0.27192548,P49768,0.5275362133979797,0.29452085494995117,0.6914886832237244
0.5183467,0.57329005,Q99959,0.36877307295799255,0.6287245750427246,0.4879229664802551
0.8412765,0.1361661,P17544,0.5836812853813171,0.551016092300415,0.3626965880393982
0.8549907,0.14497063,P06400,0.4135750830173493,0.5263686776161194,0.5181859731674194
0.83387977,0.17279568,Q02548,0.5628743767738342,0.6879869699478149,0.2688311040401459
0.55852437,0.42139372,O43257,0.4980140328407288,0.4295690059661865,0.35110554099082947
0.64113176,0.3774088,P78424,0.5642085671424866,0.587815523147583,0.38939398527145386
0.8372674,0.19178073,P14136,0.5900673270225525,0.48821574449539185,0.3808465898036957
0.63162506,0.38999367,Q86YW9,0.39430978894233704,0.6086040139198303,0.5263655781745911
0.7118775,0.3257892,Q5VWP3,0.6073828935623169,0.529897153377533,0.3226437270641327
0.71258104,0.26603532,Q96EZ8,0.49901583790779114,0.6074062585830688,0.3287818133831024
0.6200096,0.4282948,Q92918,0.5288719534873962,0.45732253789901733,0.5451184511184692
0.62837404,0.40958944,P43405,0.5063187479972839,0.3094073534011841,0.6972857117652893
0.7481793,0.2390569,Q07889,0.46301543712615967,0.5807487368583679,0.5099040269851685
0.5542556,0.48745817,Q08881,0.529106855392456,0.4124954342842102,0.5703447461128235
0.6932609,0.31661883,Q8N9N5,0.5656996369361877,0.5646988153457642,0.3080609440803528
0.736537,0.2903462,P04626,0.524298369884491,0.34029749035835266,0.6807568669319153
0.7110549,0.29129475,Q13191,0.5394095778465271,0.4487369954586029,0.4599801898002625
0.5471895,0.49259192,Q13094,0.4999167919158935,0.6699895858764648,0.35638266801834106
0.7396227,0.26362908,Q99733,0.5234413146972656,0.4202672243118286,0.4766269624233246
0.53782946,0.52865463,Q9GZY6,0.696996808052063,0.4163955748081207,0.35228919982910156
0.5198193,0.5279287,P30793,0.5475674867630005,0.5036449432373047,0.41730573773384094
0.5407853,0.54565775,O00165,0.5214957594871521,0.5449756979942322,0.31106090545654297
0.56212574,0.58726186,P00338,0.48309341073036194,0.4530466496944427,0.5192376971244812
0.56594366,0.45946255,Q12789,0.4643910229206085,0.5150688886642456,0.5481052994728088
0.8068572,0.19867271,O95644,0.5056320428848267,0.6717148423194885,0.3579130172729492
0.8675009,0.10984368,Q00535,0.5479516983032227,0.3585941195487976,0.6080518364906311
0.803725,0.19855036,Q9UER7,0.5438646674156189,0.5307487845420837,0.3869194984436035
0.6039128,0.46007928,O60674,0.5082142353057861,0.3297513723373413,0.5614269375801086
0.5576656,0.48923674,P21580,0.40985703468322754,0.5783153176307678,0.426310271024704
0.7344448,0.2838683,P62191,0.5420287847518921,0.505174458026886,0.5391141176223755
0.59594417,0.45070744,O75460,0.4749243557453155,0.4065958857536316,0.5427484512329102
0.7130935,0.32096642,P53041,0.4413248002529144,0.5241087675094604,0.5532563924789429
0.6394826,0.37827072,O43399,0.5820320844650269,0.428924560546875,0.4032920002937317
0.5460352,0.46280074,Q9NRM7,0.5334901809692383,0.513685941696167,0.4766933917999267
0.6439756,0.40905893,Q12802,0.5438450574874878,0.6612602472305298,0.34310656785964966
0.86511534,0.1319246,Q03164,0.5437152981758118,0.6295531392097473,0.4237174987792969
0.685792,0.32801908,Q96HN2,0.45277443528175354,0.41630181670188904,0.5946489572525024
0.86282045,0.16460153,P45379,0.6574157476425171,0.3851078152656555,0.4745646119117737
0.7234716,0.2647919,P63098,0.5818445682525635,0.3278471529483795,0.4620329737663269
0.58873624,0.43785125,Q13114,0.6186550855636597,0.4883556365966797,0.3554510474205017
0.8438837,0.15333073,Q14814,0.5654218792915344,0.510938823223114,0.4015515148639679
0.6682748,0.33339396,O75676,0.5157134532928467,0.4657105803489685,0.5162023305892944
0.8633927,0.13372622,Q02078,0.5996320843696594,0.4932502210140228,0.3761848509311676
0.5367955,0.44403064,Q16644,0.5256727933883667,0.45058050751686096,0.5510847568511963
0.81699324,0.1899167,O75582,0.4840008616447449,0.3916859030723572,0.5874047875404358
0.63702047,0.37902996,Q9BUB5,0.5027431845664978,0.4472106695175171,0.5871327519416809
0.50139934,0.5201979,Q9HBH9,0.5126377940177917,0.3911398649215698,0.5378419756889343
0.7704828,0.1992919,Q9H869,0.5626358389854431,0.5339722633361816,0.4388791620731354
0.6007847,0.3892832,Q8NEM7,0.4764643907546997,0.5634186863899231,0.4545312225818634
0.85666215,0.117224686,Q6PJG2,0.44756463170051575,0.6750525236129761,0.3909643590450287
0.7258216,0.299125,Q15759,0.5715346336364746,0.3582368791103363,0.5342906713485718
0.7403692,0.28611737,P02686,0.5397448539733887,0.6138336062431335,0.2884431779384613
0.72108954,0.30921766,Q15256,0.5140998363494873,0.39323437213897705,0.5212567448616028
0.5286236,0.4595322,Q05923,0.5390234589576721,0.33563128113746643,0.5088186264038086
0.73430324,0.28657123,P54829,0.5723876953125,0.455085813999176,0.4556335508823395
0.6535854,0.29610476,Q86TA1,0.5803356766700745,0.38864246010780334,0.362467497587204
0.83716804,0.16409399,P49790,0.46020856499671936,0.6032922863960266,0.3474741280078888
0.7136711,0.3318473,Q14318,0.5294223427772522,0.44234931468963623,0.5869325399398804
0.846495,0.16511397,O75030,0.5326787829399109,0.6318196058273315,0.3483160138130188
0.86848825,0.12744789,Q8NEZ4,0.5549182891845703,0.6282328963279724,0.3659849464893341
0.610111,0.54884017,P16452,0.5716238617897034,0.494595468044281,0.39088210463523865
0.7391112,0.2818043,Q14765,0.5576292276382446,0.41180944442749023,0.5640385150909424
0.854892,0.13392591,P41212,0.5904616117477417,0.5912013649940491,0.29780539870262146
0.832273,0.17566223,P22415,0.6109298467636108,0.5086004734039307,0.3586931824684143
0.86694,0.15368621,Q99626,0.5895960927009583,0.5935206413269043,0.270937442779541
0.8252361,0.16844676,Q6IN85,0.5427228212356567,0.5461068749427795,0.4099595844745636
0.8987001,0.070144914,Q13243,0.584068775177002,0.4672601819038391,0.3308317959308624
0.6712489,0.4126093,P02511,0.5711945295333862,0.39736035466194153,0.40833988785743713
0.91169107,0.0567572,Q15717,0.5580449104309082,0.46679848432540894,0.4324268102645874
0.664526,0.2664635,Q96F63,0.5883535742759705,0.5742688775062561,0.27276331186294556
0.73386693,0.24306484,P36897,0.5475469827651978,0.3784798681735992,0.5471602082252502
0.9311649,0.041130092,Q96AE4,0.4589491784572602,0.5407547354698181,0.4504072070121765
0.79853135,0.23539257,P05783,0.6321622133255005,0.3121272921562195,0.4121427536010742
0.75994587,0.25197807,P30279,0.4941155612468719,0.4167012572288513,0.5600062012672424
0.6478212,0.3615263,Q16828,0.5110269784927368,0.5570301413536072,0.5022283792495728
0.7642812,0.20266888,P29323,0.4994886517524719,0.3963502049446106,0.6328848600387573
0.8465628,0.16152726,Q9UBK2,0.4677793085575104,0.6068475246429443,0.3594600260257721
0.85754955,0.122568876,Q8IX12,0.5259283781051636,0.5425784587860107,0.39336109161376953
0.70284545,0.28007448,P62945,NA,NA,NA
0.7205316,0.26105177,Q9Y6N7,0.4550444483757019,0.6064936518669128,0.5476102828979492
0.8878787,0.16234872,Q9UGU0,0.4353032112121582,0.7681087851524353,0.3230997622013092
0.88580996,0.08193211,Q96T37,0.3975373804569245,0.6987051367759705,0.3594400882720947
0.8357731,0.18801431,P41235,0.5753263235092163,0.5046111941337585,0.36313822865486145
0.7862685,0.23597048,Q9UEW8,0.5676320791244507,0.36992377042770386,0.5024154782295227
0.54678583,0.4301693,Q96A22,0.6059483289718628,0.545449435710907,0.25607720017433167
0.7773272,0.22603773,P60983,0.5819839835166931,0.36507242918014526,0.35625195503234863
0.5797509,0.44139352,P29692,0.4722273051738739,0.5541824698448181,0.47607213258743286
0.6383846,0.33513066,P78356,0.5560899376869202,0.4239097833633423,0.3925580680370331
0.8507068,0.18302429,Q9UQD0,0.3875896036624909,0.33231642842292786,0.8059247732162476
0.9096608,0.09218826,Q86U86,0.43420252203941345,0.5934768915176392,0.52824866771698
0.58541465,0.44542623,Q15075,0.5641195178031921,0.4610789716243744,0.4404352903366089
0.8132078,0.17293884,O95405,0.47812458872795105,0.6426604390144348,0.519354522228241
0.75509167,0.2651847,P11362,0.5681540369987488,0.376515656709671,0.5945740938186646
0.53736573,0.51346475,P43403,0.4856702983379364,0.38320964574813843,0.5722190141677856
0.83023846,0.1310875,Q8WWM7,0.4613596796989441,0.71236652135849,0.2924080789089203
0.8187812,0.19332215,Q02156,0.5923619866371155,0.4121962785720825,0.4671081304550171
0.8092447,0.17179498,Q9Y463,0.5310074090957642,0.48001182079315186,0.5621784925460815
0.550583,0.48675662,P0DPQ6,NA,NA,NA
0.8138386,0.19550051,P35638,0.5314604043960571,0.3501856029033661,0.4117800891399383
0.6589691,0.37690863,P78536,0.500640869140625,0.48518937826156616,0.5256285071372986
0.51812375,0.6155889,P55268,0.4539884626865387,0.5518276691436768,0.3708728551864624
0.7522473,0.23627608,P05198,0.5447448492050171,0.46954137086868286,0.4522783756256103
0.6726577,0.41453928,P55011,0.5247989892959595,0.37662339210510254,0.6624653339385986
0.63317114,0.44652453,P35052,0.4889311194419861,0.4378467500209808,0.5687151551246643
