pAD,pAR,UniprotEntry
0.7774712,0.21961127,Q02577
0.8076959,0.15759204,Q8IXK0
0.41462204,0.5498317,Q92802
0.8651962,0.11193781,Q02575
0.3128883,0.727417,Q96DZ9
0.39749554,0.61247456,Q15654
0.3079559,0.6987439,Q96HT8
0.3168296,0.71024525,Q8NFT6
0.48381585,0.49694467,Q15038
0.8226889,0.16974166,Q15723
0.79329413,0.23198491,Q13464
0.37161037,0.57873297,P60409
0.8628571,0.14197142,P23771
0.2960745,0.72945863,Q8NA61
0.6934189,0.33723304,Q16559
0.82276374,0.17523672,P12980
0.3763902,0.66306555,Q9NNX1
0.87850237,0.14606465,P61371
0.4583506,0.5851356,Q9NTW7
0.4687625,0.5408469,P0C1Z6
0.9207284,0.08896163,P35711
0.42408523,0.5895598,Q9Y3Q8
0.3614619,0.6570634,Q9NQL9
0.26066577,0.7678722,Q9BXF9
0.31807855,0.7182828,Q86UR1
0.5042166,0.5155672,Q9UBB9
0.4420966,0.59868187,Q8TF42
0.15155154,0.89116126,O14561
0.40495986,0.6224728,Q86VK4
0.36365506,0.67321473,Q15293
0.35009614,0.66408026,Q9NQX0
0.3082606,0.69808394,Q9H0C1
0.29237393,0.75353706,Q5JVL4
0.19394791,0.84319925,P17568
0.26704428,0.7486907,Q8IVT2
0.69264334,0.30160242,Q9HBE1
0.6895373,0.30967936,Q9UKD1
0.82216847,0.16083935,Q92558
0.64031196,0.3463216,O75934
0.63187975,0.40324557,Q13207
0.27254674,0.7450147,Q53HV7
0.30986097,0.70793,P17023
0.28114223,0.72723496,Q9BVN2
0.23872589,0.80394113,Q6NZ36
0.42098975,0.7158114,Q0VAK6
0.40385804,0.6496933,Q8NDH6
0.5954231,0.41878211,Q92574
0.4776524,0.54495907,Q6X4W1
0.42249858,0.56341803,Q96N77
0.5268007,0.6277734,Q6KB66
0.8542398,0.1373224,O43679
0.34419096,0.6756984,Q8WWB3
0.63244283,0.39516088,Q9HBZ2
0.6084545,0.39773378,O75971
0.27701262,0.73541343,Q8TBB0
0.3258749,0.6991186,Q3SY00
0.32086816,0.67321455,Q5VVQ6
0.32647192,0.7497414,Q495M9
0.2931183,0.7181014,Q7Z6J9
0.8624039,0.13858996,Q13422
0.27763665,0.74742866,Q86W67
0.6243896,0.38209006,Q2NL98
0.26045197,0.7870966,Q9UHB4
0.3701183,0.646856,Q674X7
0.45682016,0.5495482,Q8IZ26
0.28415793,0.7096935,Q0VD86
0.8421966,0.15532786,P55771
0.25295317,0.7418042,Q8WW01
0.34915715,0.6380544,Q5T749
0.30924773,0.70054466,P0C7X2
0.87999827,0.08999868,Q9ULR0
0.881747,0.102943815,Q09028
0.8758229,0.12757178,P56545
0.691625,0.33214924,O14908
0.3294202,0.7269701,O95985
0.6820979,0.2730318,Q9NPI6
0.5203552,0.49343342,O15198
0.8543861,0.13340561,Q9Y6X2
0.8650705,0.10888706,Q15797
0.84407544,0.15381506,Q8N2W9
0.27787936,0.68004006,Q8N1F8
0.9035934,0.115627654,Q2M1K9
0.760128,0.24427441,P12757
0.49422613,0.5093284,O75593
0.8833878,0.083652586,Q99717
0.5394257,0.46902868,Q8WUH2
0.8288237,0.17084028,P78367
0.86728245,0.116435476,P25490
0.8681454,0.13068375,Q9UPN9
0.4802353,0.53280693,P35658
0.77506167,0.22270714,Q9Y4E8
0.89158106,0.10289739,Q9UI36
0.8420453,0.16044557,Q9ULJ6
0.8345559,0.18585154,Q6VMQ6
0.30479324,0.7710427,Q92985
0.8063578,0.18849882,Q96FW1
0.89788145,0.07039972,Q12857
0.8774634,0.11432347,O95365
0.5078566,0.54841286,Q12891
0.41563594,0.5949597,Q96LD4
0.7672435,0.20556243,P62070
0.71801645,0.29438463,Q12931
0.64001864,0.5120818,P03956
0.8795598,0.093898065,Q13573
0.21482596,0.83957976,Q9BQ95
0.6330769,0.44653782,Q00887
0.91072184,0.092272595,Q8NFD5
0.67591375,0.38965145,P23142
0.67952985,0.4077272,P0DML2
0.4584493,0.542849,P57735
0.63872457,0.30594745,Q8TDR2
0.7760187,0.21650441,Q96RN5
0.72293323,0.35390058,Q9BXP8
0.21936968,0.82801217,Q96KB5
0.6564921,0.47028986,P05121
0.7461727,0.21599731,O95633
0.7559801,0.21517356,Q96D21
0.75977236,0.20163877,P11233
0.8070445,0.15714014,Q8NCP5
0.7095669,0.28723156,Q9HAV4
0.75471354,0.2156259,P15153
0.8480027,0.13986757,P53539
0.51310045,0.53060037,Q99466
0.75407577,0.3086861,P02751
0.4400917,0.5404504,Q96KC2
0.6548921,0.35445407,Q8TEW0
0.7893318,0.20527638,P17098
0.7609535,0.21434939,P01111
0.47122702,0.6068345,Q14956
0.49484703,0.5239043,Q9BQ65
0.53452784,0.42543647,Q9H4E5
0.528998,0.4040355,P0DI83
0.7581575,0.18774894,Q9BZG1
0.89150375,0.10194646,P51532
0.27967653,0.7546116,Q9UHP6
0.8208883,0.16555874,Q14186
0.74852973,0.2133878,Q8TAI7
0.7642635,0.212875,Q8TAD8
0.6571261,0.36874485,Q12805
0.78977585,0.17538154,Q9P273
0.8438085,0.1863832,P10071
0.62274694,0.35649395,O14640
0.8807521,0.114090465,P31269
0.7248323,0.26510125,Q9H832
0.62402517,0.4005266,P28749
0.6612231,0.39473706,P25686
0.51436365,0.47057003,Q8TEW8
0.54576683,0.51309335,P13861
0.73721236,0.22588782,Q96G75
0.7133978,0.2473953,Q9NYN1
0.4045551,0.53674483,Q8IZD4
0.8916734,0.11717161,Q96K83
0.59037393,0.51292485,P13987
0.66332716,0.43360978,P0DML3
0.7504007,0.2774287,P15172
0.62849224,0.33094442,Q6ZN04
0.35950556,0.6673391,P57729
0.8909079,0.087235615,P51858
0.7350973,0.26619214,Q15329
0.3859829,0.64973474,Q8IXH7
0.82992435,0.11342586,Q96PU4
0.3992985,0.5955044,P51153
0.76442784,0.20632504,P36896
0.82368773,0.17050734,Q96RT1
0.7511152,0.24628156,P20337
0.37908196,0.59600186,Q9NWN3
0.4104271,0.59505653,P57738
0.6180203,0.35012954,O00212
0.8149149,0.18294725,Q8TB52
0.74754435,0.22441389,P84095
0.8704104,0.10102111,O75400
0.59854805,0.45519882,Q8WUD1
0.78211236,0.19022225,Q99805
0.7526414,0.27557024,Q8N6I1
0.7664775,0.21187648,Q49AG3
0.7701533,0.2315967,Q16254
0.15813212,0.831048,Q13795
0.93843967,0.056107063,P56177
0.48750293,0.5171919,Q969H4
0.28558114,0.7444317,Q9UHE5
0.75832397,0.25879556,P61812
0.85198545,0.14789635,P22670
0.89061046,0.10730095,P49711
0.60638356,0.46520194,P11465
0.8634825,0.13847351,Q9UJU2
0.5563293,0.47011802,P31273
0.6398246,0.3660089,Q15915
0.7097069,0.34004983,P43268
0.68523896,0.4325945,P36956
0.85754615,0.12652211,Q06546
0.51198775,0.4700502,Q96RS0
0.39720905,0.6315232,Q9NPJ6
0.46112302,0.5527817,O75478
0.43236423,0.59444016,Q9H204
0.50793093,0.5201657,Q13503
0.45163321,0.5844985,Q9NVC6
0.49814236,0.52815807,Q9BTT4
0.7482129,0.2526897,Q71F56
0.753036,0.2574157,Q9UHV7
0.5270926,0.5028443,Q9ULK4
0.4747621,0.5610721,Q9Y2X0
0.72523785,0.29594916,P24863
0.8472664,0.15184242,P49336
0.79802155,0.18404213,Q9BWU1
0.43700343,0.5914111,Q6P2C8
0.7310296,0.26641282,A0JLT2
0.4653092,0.56918293,O75586
0.42804036,0.6042502,Q9BUE0
0.43787003,0.5910525,Q9H944
0.72340965,0.28378192,Q9NWA0
0.4593084,0.56302017,Q9NX70
0.43926257,0.59203726,Q96HR3
0.42271003,0.60905504,Q9P086
0.6650585,0.33650684,O95402
0.49568653,0.54715174,O75448
0.41892868,0.6090678,Q15528
0.46323705,0.56582904,Q71SY5
0.4385217,0.5763923,P61218
0.8316537,0.17179826,P28702
0.8588178,0.13865383,P25440
0.84057105,0.16606624,P35398
0.8830251,0.13268586,P43694
0.83185905,0.16331808,Q06330
0.22524083,0.88561714,Q9UKU7
0.7179136,0.29047167,P50750
0.8181346,0.16200173,Q9Y4A5
0.7801127,0.20851374,O00268
0.8184423,0.17380752,Q7KZ85
0.6477488,0.43481535,Q12772
0.8718712,0.14471982,Q92908
0.39088655,0.6693103,Q9BT40
0.8663946,0.117359065,O60885
0.82486683,0.17606267,Q92585
0.7222511,0.33476204,P55055
0.87421495,0.1115692,Q9Y5B9
0.85394025,0.13413101,P10828
0.85116005,0.12475188,P63244
0.8756314,0.13334699,P48436
0.400837,0.6378232,Q9NRI5
0.791608,0.21546564000000001,P24864
0.2815213,0.7897939,Q13426
0.86527485,0.09973496,O00148
0.7263972,0.3155272,P14923
0.826458,0.16927421,P61160
0.76299095,0.24364829,P25787
0.82599217,0.18089156,Q16204
0.4223223,0.71314406,P53396
0.44107696,0.580835,Q99848
0.85308105,0.16343209,Q13887
0.74686986,0.26465255,O96020
0.85195464,0.1441418,P04198
0.85578287,0.16622873,Q14494
0.58322185,0.47551686,Q9UBI4
0.8537093,0.16852938,Q9Y5W3
0.9004749,0.111505955,Q99502
0.52846026,0.5015883,Q14258
0.7878687,0.2171959,O75592
0.8020182,0.20614068,P0C2W1
0.78501050000000006,0.21557921,Q9ULT8
0.5620435,0.4390029,P78406
0.38935462,0.6393173,Q9NW13
0.51119995,0.5027552,Q9BRS2
0.33820537,0.68626463,Q9Y5X2
0.54456115,0.48412612,P53350
0.61383367,0.36339495,Q8WUJ0
0.25805214,0.82256305,P54132
0.8112852,0.18640126,Q13118
0.39967445,0.6064975,Q15041
0.78118455,0.22268069,Q9Y5J3
0.38840234,0.7116905,Q6ZRQ5
0.41546857,0.6828502,Q8NBJ7
0.29582512,0.8368955,A6NE52
0.74197495,0.25226957,Q96FE5
0.6664264,0.36603266,Q149N8
0.38536328,0.65548134,Q6ZTI6
0.78976476,0.21581566,P12004
0.3572793,0.7028131,Q01831
0.3166053,0.73675627,Q9NZJ0
0.32659602,0.7581168,Q99638
0.8052602,0.22061044,P54727
0.77964956,0.25482458,P06401
0.9005458,0.06957662,Q13838
0.8310379,0.18077865,P43699
0.38322428,0.73558664,P15104
0.75398827,0.28155553,P14672
0.22921786,0.8271446,P20591
0.80082667,0.20804836,Q01201
0.6133452,0.37771583,Q9NPF5
0.8501716,0.1372276,P02794
0.25539258,0.7324223,Q96KE9
0.84070086,0.15885566,Q9NQB0
0.8626824,0.14206716,Q9BZ95
0.26115403,0.7699173,Q7Z6G3
0.7633319,0.22766286,Q8IUH5
0.5626562,0.5100207,Q9Y572
0.8653788,0.118585914,Q16695
0.80743146,0.17943726,Q96SB3
0.49912664,0.5441643,Q99996
0.85308826,0.17415671,P23760
0.7625636,0.20430146,O94910
0.8266311,0.18181437,Q9UK61
0.8810492,0.16485795,P35749
0.803016,0.1949354,Q86Z02
0.75548255,0.28458014,P01137
0.59205264,0.47483268,O43293
0.45282674,0.6221246,P33241
0.3748645,0.57733417,Q8WTR7
0.8456395,0.17895035,P11277
0.3497055,0.67906237,Q96GN5
0.4194148,0.65987,O43570
0.7784788,0.21339288,Q13618
0.7462555,0.22062337,P27037
0.6902616,0.23883632,Q7L7X3
0.22580677,0.8274815,O43663
0.4503641,0.59304965,Q96AQ6
0.44130993,0.5682061,Q86VW0
0.7897061,0.19806272,P35659
0.36731192,0.7165095,Q13535
0.5487891,0.63038486,Q9Y2K3
0.2431186,0.61260283,Q9Y4F4
0.6482725,0.3539231,Q5JVS0
0.78351635,0.25142083,Q69YQ0
0.36310008,0.6786447,Q9Y5Q9
0.35748753,0.6679705,Q86VP1
0.2897906,0.7397951,Q8TD10
0.24352296,0.79050857,Q96MT8
0.3789733,0.6167078,Q8NCY6
0.86597544,0.14451195,Q8N680
0.75194174,0.23697405,Q9HCK0
0.3844633,0.61130613,Q9UHC7
0.47190776,0.57465565,Q8WVF5
0.82103723,0.16968621,Q6NXT2
0.38707536,0.6664968,O95714
0.83162564,0.16732788,Q9NRC1
0.71441317,0.30379567,P46379
0.8213966,0.15455414,P62140
0.8186532,0.1736432,O00267
0.83485407,0.160657,Q96IP4
0.83292735,0.15368788,Q7Z6E9
0.34829274,0.6806159,Q13277
0.458098,0.6859565,P17927
0.11582697,0.89679444,Q9H4A4
0.6687253,0.44911477,Q4LDE5
0.24363692,0.81123275,Q8IXI1
0.8284571,0.17160407,P12644
0.4153939,0.61098146,Q86XL3
0.864517,0.12607135,Q9ULU4
0.82756627,0.14576533,Q9Y561
0.4693908,0.62411463,Q86X76
0.3257456,0.7214053,O75694
0.31227112,0.70370924,Q5T124
0.61931026,0.43643892,P17029
0.895283,0.13528599,Q8TD26
0.5946506,0.49683866,P08100
0.5268382,0.4770294,P42285
0.76817256,0.23408048,P30281
0.83145875,0.16308491,Q01094
0.62454855,0.36321327,Q9NZ63
0.7780049,0.2144147,O60381
0.6224764,0.4007086,P28324
0.6751396,0.332221,O14543
0.28887975,0.7423058,P13807
0.3499528,0.7290401,P49959
0.7402525,0.2867344,P08138
0.4124406,0.6063046,O15304
0.80610156,0.18194011,P62942
0.8111991,0.20944594,P12830
0.8716079,0.12031055,P17480
0.46478948,0.5639684,Q96PM5
0.8227341,0.11235936,P46777
0.79688066,0.22642109,P62195
0.84423316,0.12502281,Q8N488
0.7925517,0.20395763,Q13619
0.69350755,0.33945504,O15055
0.37118813,0.6706028,O75604
0.8090538,0.18437023,O95376
0.852436,0.15566304,Q16665
0.53509825,0.4723608,Q9NR12
0.29776087,0.6946002,Q3YEC7
0.78238666,0.21308987,P48730
0.56706464,0.5092945,P04271
0.75274134,0.2693127,P17980
0.8342203,0.15527107,P49792
0.81551886,0.17451116,P61081
0.34302908,0.71567833,Q96JB5
0.7190418,0.28232262,P13693
0.75545764,0.2529688,O14818
0.85329056,0.15470804,O60684
0.2868401,0.7603819,Q9GZR7
0.6331566,0.39889413,P23458
0.34689566,0.73873025,Q92878
0.34969568,0.7371806,O60934
0.42385677,0.65462714,Q14676
0.6456568,0.39027673,Q9Y6B2
0.4952659,0.53373593,P51959
0.35040084,0.72510153,Q96DY7
0.7109782,0.3204237,Q00688
0.20938851,0.861449,Q7LG56
0.25294146,0.8451022,P00374
0.43171617,0.6025651,Q9BVP2
0.5722434,0.42021435,Q6K0P9
0.8035908,0.20971079,P18847
0.42627046,0.63340986,P27695
0.4846319,0.5445621,Q9UHR4
0.35683092,0.6798142,Q6PCD5
0.8025708,0.16937676,Q9UQ80
0.36788505,0.6911062,Q5T7V8
0.843129,0.15379144,Q9H4L4
0.55005753,0.46206474,Q15361
0.6893548,0.4393326,Q15466
0.7962246,0.20228234,P11309
0.8251229,0.16353513,P14316
0.6294637,0.37368366,Q9NXV6
0.6965641,0.37291214,Q13268
0.901894,0.106837444,P40424
0.8252575,0.15044694,Q969T4
0.28570676,0.6798825,Q6ZTQ3
0.25375265,0.7851736,Q9Y3T9
0.3073912,0.80678964,P15259
0.87854445,0.12613778,O43623
0.7779293,0.17228769,Q9H0Z9
0.88543487,0.08595905,P11387
0.39740354,0.6554269,Q8TAQ5
0.44018078,0.6698844,P23284
0.5266841,0.5460559,Q5XUX0
0.36227146,0.6842758,Q9H0A0
0.5230578,0.52605397,P46695
0.73325837,0.259474,Q92540
0.4201106,0.6051875,O76021
0.8647676,0.09577953,Q6NSJ2
0.8345021,0.161841,P15692
0.46008098,0.6009672,Q53FA7
0.55823874,0.4680485,P17861
0.7295115,0.27760074,Q9H992
0.8840487,0.09821874,P52926
0.6423875,0.49664122,P14649
0.3022056,0.7492634,P54840
0.27369723,0.8048889,Q14191
0.63520503,0.39795518,Q8NEZ5
0.7466007,0.24990416,O95467
0.7466007,0.24990416,P63092
0.7466007,0.24990416,P84996
0.7495069,0.24709603,Q5JWF2
0.8262536,0.1660689,Q13972
0.1691733,0.8800767,Q9UI09
0.8864673,0.084423825,O94906
0.8490192,0.16272333,P07197
0.10151728,0.9238409,Q9Y291
0.3995829,0.64310867,P60604
0.91793835,0.052087314,Q8WXA9
0.55725545,0.46148115,P29083
0.7923503,0.16762252,P46776
0.40721154,0.6212833,P29084
0.850355,0.15226547000000001,Q12840
0.64626396,0.44758588,P23297
0.8704245,0.13424954,Q9UQE7
0.8528216,0.118526906,P20309
0.78522116,0.27967855,P26447
0.7339801,0.20277973,P23468
0.35607493,0.6288012,Q9NWK9
0.8326814,0.22000459,O75347
0.68039125,0.38974565,O60502
0.6330337,0.3281129,Q5HY98
0.23854102,0.8461515,Q07864
0.42066854,0.6655182,P06703
0.78830534,0.2217021,Q9Y2K1
0.673555,0.28782085,Q16626
0.8778463,0.08939689,Q9Y520
0.4221571,0.6142344,Q86T65
0.68138796,0.5354282,P10909
0.7905661,0.23562351,Q92736
0.6017175,0.3909935,Q9NXE8
0.7166028,0.26931283,P52736
0.68241507,0.30568272,O75493
0.7858824,0.20661198,Q8NBN3
0.7674262,0.25447506,Q16623
0.62889665,0.40815228,Q9UGP8
0.6925095,0.29367048,P09132
0.5996179,0.36265177,Q86V86
0.34288242,0.6903379,Q99598
0.7853679,0.2044565,P49674
0.90825915,0.07659902,Q01105
0.6846981,0.3905647,O94985
0.20785381,0.85073537,Q9BW91
0.8688806,0.11876714,O15297
0.5024568,0.5249441,P42566
0.7593325,0.25564235,Q9H1E3
0.8571318,0.1712232,P11137
0.4010679,0.6843567,P29034
0.7824312,0.22212741,Q5VUB5
0.83176285,0.14852168,Q9UQB8
0.6140563,0.3478143,Q5RHP9
0.75408316,0.4176556,P35908
0.82277584,0.2129652,P35527
0.8699401,0.11595617,P47869
0.82383746,0.29762876,P02533
0.44233495,0.57748926,Q8N9B5
0.3395966,0.71594775,Q13867
0.78765815,0.11838868,P62854
0.25170276,0.7833063,Q15050
0.6392018,0.31490594,P62750
0.80364054,0.13474512,Q02543
0.83111143,0.1378307,P25398
0.73996544,0.23382811,P62244
0.79695696,0.17657085,P08865
0.7432853,0.21830368,P46782
0.8085887,0.1363955,P62917
0.77542007,0.15876125,P63173
0.77098185,0.20496443,P55769
0.46806622,0.52425575,Q96L21
0.86723465,0.10353132,Q5TC82
0.24651988,0.7970333,Q9BQ67
0.5786281,0.4246213,Q4G0J3
0.4418521,0.6221296,P36542
0.74826294,0.2501036,Q92988
0.84886384,0.12071322,Q92900
0.6610401,0.36330205,Q16891
0.8664205,0.11115708,Q99879
0.5609883,0.5225949,P01730
0.82190585,0.12491795,P62847
0.25961763,0.764854,Q9Y3D3
0.87186337,0.10495897,Q7L2E3
0.86687,0.10402769,Q7RTV0
0.86447716,0.109382465,O43395
0.2903135,0.73046523,P82914
0.72260225,0.28091106,P24534
0.607335,0.41805124,Q9Y4P3
0.7213695,0.26229107,P16402
0.84255904,0.13903378,Q9BY07
0.83028054,0.14320225,Q8TCD1
0.9065919,0.06249579,O75494
0.8183508,0.17393179,Q00325
0.57537794,0.4616664,Q8NF91
0.8924293,0.116519295,Q9Y277
0.8898166,0.09745049,Q14240
0.86145824,0.12709256,Q9HCK5
0.8020752,0.17353372,Q9Y3B4
0.4419908,0.6156658,P12081
0.8970105,0.0719811,P26368
0.78405505,0.20646462,Q9H2U1
0.6392329,0.3780799,Q5T9A4
0.5528705,0.5277063,Q9NSD9
0.649874,0.37051356,Q9NR80
0.84622747,0.124316946,P37108
0.7533707,0.20017429,P62910
0.657046,0.28001502,P62857
0.8966001,0.10103382,Q92973
0.26580456,0.7791969,P82650
0.4187829,0.65914774,P33992
0.41049856,0.672531,P33991
0.3811273,0.64138955,Q8TDN6
0.45193344,0.5776489,Q9NVP1
0.55655456,0.4651955,Q8NEE6
0.7491037,0.30435273,P08133
0.68072146,0.3383803,Q8NC42
0.7081518,0.2946142,Q13617
0.60701144,0.4010746,Q9UMR2
0.36612093,0.65956813,Q9Y2X3
0.78114307,0.22338122,Q13347
0.7046531,0.30409932,Q9UKN8
0.23974961,0.7973724,Q9Y3D9
0.44999593,0.589331,Q9H0S4
0.7528085,0.25670308,Q99613
0.64572704,0.38201314,Q7L2H7
0.77075857,0.22765402,Q92616
0.61217415,0.40945294,Q9BY44
0.7709402,0.22063324,Q15020
0.4089143,0.6289654,Q9UII4
0.8379623,0.13271342,Q96SB4
0.89253545,0.11627315,P45880
0.29611963,0.7380935,P49411
0.76891506,0.22504418,Q9UPY3
0.45017302,0.5848424,Q9NWT1
0.7382639,0.17305464,P49207
0.647632,0.3681693,O15068
0.30369413,0.7168649,P82675
0.89915305,0.07045282,Q12905
0.87305766,0.09170695,P51116
0.36499867,0.6711728,Q92979
0.42031685,0.6399665,P26639
0.5049395,0.5521243,Q96LD8
0.73776406,0.26725617,P04843
0.80125165,0.16272238,P61353
0.6498547,0.39103284,Q5D862
0.8537167,0.12135778,Q9UJZ1
0.36845958,0.7015774,Q92889
0.6524255,0.3712157,Q8IZL8
0.41054675,0.6278168,Q9BV38
0.56165355,0.50247514,P39656
0.51611745,0.5283792,Q9BQ75
0.6889387,0.31287637,Q9H4B7
0.8397203,0.10390993,P62269
0.82986015,0.1443019,P51114
0.8667202,0.12653238,O15371
0.34164453,0.69662726,Q13601
0.88087326,0.09253143,Q9NR30
0.43247935,0.5905529,Q13610
0.28466117,0.76113623,Q96EY7
0.87022907,0.14247909,P21796
0.8922002,0.07591486,Q01081
0.8842207,0.08450896,O00425
0.764281,0.22786002,Q9NXF1
0.51962227,0.49054512,Q9BZE4
0.5868656,0.3776245,P61927
0.39928496,0.6354653,Q9UNQ2
0.8533927,0.12701176,P04908
0.7114503,0.22188601,P62841
0.2623252,0.7796742,Q92552
0.8572547,0.15616001,P35498
0.89637125,0.063670136,Q9BWF3
0.6753282,0.33656245,Q13564
0.5257283,0.50700873,Q86YZ3
0.50168353,0.60065496,Q9UBM7
0.6493202,0.30089873,P62861
0.62850815,0.45900187,P08473
0.4892885,0.46858862,P63220
0.29249066,0.7354648,Q9Y399
0.8922141,0.10146048,P62807
0.8855195,0.083189614,P38919
0.7228545,0.28207603,Q92551
0.8588681,0.15360571,O75444
0.8891608,0.10485715,Q12873
0.8480947,0.14396456,Q15326
0.9055254,0.06418843,Q01130
0.8527849,0.16066028,Q16534
0.86352605,0.1276592,O15047
0.8114172,0.17048678,Q5TI25
0.6820113,0.36005643,P31152
0.80999947,0.16720164,O14917
0.8622642,0.12824562,Q15291
0.5696902,0.48136818,Q9UKA1
0.85090053,0.1341816,P61964
0.7869551,0.18880486,Q9P0K1
0.7273628,0.2398969,Q9HAU5
0.7211776,0.29195675,P34741
0.42487,0.588282,Q9UNY4
0.86904556,0.12567413,Q8IZD2
0.6667734,0.36790004,O15083
0.71981776,0.31969318,P10721
0.29373887,0.7836066,P00813
0.45999557,0.5451018,O60293
0.8407751,0.15668446,Q9UBL3
0.8925295,0.10816175,P51531
0.7931583,0.17181557,Q5TKA1
0.58927375,0.45917267,P34981
0.7673152,0.20621508,O15394
0.89376545,0.063554645,P20962
0.86321145,0.10337763,Q9H074
0.74096406,0.2899666,Q9H5J0
0.36848325,0.6693224,O60667
0.38736925,0.63534087,Q8IX15
0.8394836,0.15265128,P05549
0.43647048,0.6264059,Q99728
0.32609907,0.7597544,P43246
0.8407171,0.14797662,P18146
0.7912138,0.20624597,Q99608
0.88111234,0.10499106,P02545
0.6930106,0.34585232,P11274
0.59922224,0.44059268,Q8WUF5
0.343315,0.73494774,P51587
0.3576277,0.7222026,Q06609
0.22150053,0.8242644,Q03701
0.7896216,0.21564661,P25208
0.40047976,0.65395534,Q9UNH5
0.5105518,0.58972937,Q16611
0.4086003,0.6626884,Q9NXR7
0.89183056,0.09881366,Q86X55
0.26763213,0.782986,Q7Z2E3
0.77000123,0.2592245,P09874
0.888402,0.114184886,Q13330
0.9006904,0.094944075,O94776
0.36090007,0.59278595,Q96A56
0.8503521,0.13021103,Q9UNL4
0.52471966,0.49307975,Q8WYH8
0.658732,0.3349514,O75528
0.4312129,0.5923208,Q9BWC9
0.6387813,0.3558658,Q8TBK6
0.49561542,0.536075,Q9BX70
0.6915462,0.42901653,Q16363
0.6485354,0.32153413,P55199
0.3704719,0.649815,Q66K89
0.8671543,0.14759335,P09429
0.5692199,0.491792,Q9H4B4
0.6656332,0.4112361,P35354
0.7477459,0.27206042,Q13227
0.855019,0.14890899,Q9UQR1
0.6563165,0.3666206,O60729
0.77049756,0.22290711,Q15831
0.30151358,0.7752328,Q16666
0.7304605,0.27468985,P32780
0.4517769,0.56702435,O95967
0.4162899,0.6208312,P19447
0.3485077,0.69377977,P18074
0.5269708,0.4816788,P0DP91
0.5244165,0.48449615,Q03468
0.6750143,0.34885305,P11388
0.8980569,0.09533033,Q02880
0.426176,0.612386,P51948
0.6984686,0.29611045,Q9NS56
0.8683574,0.11885768,Q9UK53
0.42719552,0.60736775,P51946
0.2615746,0.7909581,O95997
0.5692509,0.44789994,Q16594
0.4729214,0.55913466,Q8IWT3
0.5742979,0.4723501,Q99986
0.85995674,0.11388239,O95251
0.5800048,0.5337505,Q9UM07
0.82935774,0.17209812,Q86XK2
0.7641199,0.23509358,P61088
0.5959459,0.41371346,P49848
0.6212227,0.3910377,Q8NHY2
0.8407893,0.13946132,Q9UL18
0.7389732,0.2537639,Q9H0F5
0.8122198,0.17245814,Q5VTR2
0.7984635,0.18599997,Q9H7Z6
0.48199776,0.54972565,Q9NRG4
0.78773457,0.22642276,Q8WTS6
0.44405577,0.62065375,O14867
0.873687,0.13455068,Q9H9B1
0.45024407,0.69350106,P40925
0.3629291,0.6501803,Q8WZ73
0.8192611,0.15369208,Q13283
0.63250494,0.3893969,Q9Y468
0.80203605,0.16989993,Q14694
0.8404402,0.14204681,Q9HCI7
0.50397825,0.5728717,Q96RL1
0.8671267,0.15583019,Q06945
0.21708457,0.83569825,P33981
0.8059146,0.15468267,Q6P3S6
0.8763484,0.04448745,Q9H9J4
0.668306,0.36159688,Q86TM6
0.9044977,0.08973854,O14497
0.34979287,0.64625984,Q49MG5
0.87196714,0.13774803,Q15788
0.7918144,0.22661081,Q6B0I6
0.77538455,0.22403799,Q76N89
0.9058235,0.06308325,Q07955
0.3971191,0.73238033,P15559
0.7823712,0.2410585,Q9Y222
0.59349537,0.43070084,Q15714
0.4475343,0.5813998,O15205
0.45429066,0.5781807,O14737
0.36180228,0.72272587,P14174
0.5715105,0.44955385,Q9Y4B6
0.84080476,0.13308741,Q06587
0.8406074,0.13674259,Q99496
0.46860412,0.6178529,P15941
0.71292144,0.26737362,Q9HCM9
0.6420276,0.37922633,Q9BQ15
0.49591795,0.532031,Q9NS37
0.29953492,0.68841285,Q96M02
0.3688905,0.6518918,P53801
0.37462103,0.7118581,Q92843
0.4007198,0.60846734,Q96BR9
0.43436787,0.6386586,Q15018
0.86085707,0.13714042,Q9P0U4
0.84248215,0.14271228,P15884
0.8181651,0.20420577,Q13105
0.81668997,0.14332978,Q7Z7E8
0.34881365,0.66571754,Q96EQ8
0.77564275,0.22443196,Q13362
0.49159405,0.52716154,Q8N3Y1
0.7243021,0.30465478,Q96T88
0.44354233,0.54492384,Q9HB65
0.4171692,0.607399,Q6PJ69
0.32328612,0.7124844,Q9NZM5
0.3482784,0.6853201,Q9UNA4
0.7702882,0.25218529,P54252
0.5859014,0.43178427,P62380
0.78888774,0.20244281,Q9Y6I4
0.70195735,0.28244773,O96013
0.42673185,0.6074633,Q6ZSB9
0.30988678,0.7176503,Q4G0A6
0.84601665,0.1562909,Q13761
0.84510964,0.13849777,P53999
0.8698292,0.11330834,O14980
0.6459034,0.3851939,Q70CQ1
0.10055158,0.9229099,P83111
0.45557508,0.58165085,Q96SW2
0.6611782,0.37543228,Q8IV63
0.35710526,0.67677027,Q9BYM8
0.6647863,0.40731755,Q9H7B4
0.36658695,0.6705706,Q96FA3
0.8184747,0.15626797,O75150
0.553706,0.47141948,Q92890
0.7492254,0.25123942,Q9BT78
0.39028636,0.6385395,Q15573
